run_data_dir,method,pair_name,role,image_dir,requested_dev,used_cpu,return_code,elapsed_sec,n_images_parsed,mean_image_score,max_image_score,mean_flagged_ratio,mean_confidence,error_summary,stdout_log,stderr_log
data/baseline/6,dwt,pre_secret_vs_secret,secret,data/baseline/6/results_raw/dwt/secret,0,False,0,845.148227930069,15,0.145,1.5,0.21666666666666667,0.5,,data/baseline/6/aletheia_outputs/logs/dwt_pre_secret_vs_secret_secret_stdout.txt,data/baseline/6/aletheia_outputs/logs/dwt_pre_secret_vs_secret_secret_stderr.txt
data/baseline/6,lsb,cover_vs_stego,cover,data/baseline/6/results_raw/lsb/cover,0,False,0,856.7396838665009,15,0.045000000000000005,1.6,0.05,0.5044444444444445,,data/baseline/6/aletheia_outputs/logs/lsb_cover_vs_stego_cover_stdout.txt,data/baseline/6/aletheia_outputs/logs/lsb_cover_vs_stego_cover_stderr.txt
data/baseline/6,lsb,cover_vs_stego,stego,data/baseline/6/results_raw/lsb/stego,0,False,0,854.690113067627,15,0.34166666666666673,1.0,0.4,0.5133333333333333,,data/baseline/6/aletheia_outputs/logs/lsb_cover_vs_stego_stego_stdout.txt,data/baseline/6/aletheia_outputs/logs/lsb_cover_vs_stego_stego_stderr.txt
data/baseline/6,lsb,pre_secret_vs_secret,pre_secret,data/baseline/6/results_raw/lsb/pre_secret,0,False,0,844.9165940284729,15,0.03833333333333334,0.5,0.11666666666666667,0.5044444444444445,,data/baseline/6/aletheia_outputs/logs/lsb_pre_secret_vs_secret_pre_secret_stdout.txt,data/baseline/6/aletheia_outputs/logs/lsb_pre_secret_vs_secret_pre_secret_stderr.txt
data/baseline/6,lsb,pre_secret_vs_secret,secret,data/baseline/6/results_raw/lsb/secret,0,False,0,843.9612712860107,15,0.03833333333333334,0.5,0.11666666666666667,0.5066666666666666,,data/baseline/6/aletheia_outputs/logs/lsb_pre_secret_vs_secret_secret_stdout.txt,data/baseline/6/aletheia_outputs/logs/lsb_pre_secret_vs_secret_secret_stderr.txt
data/baseline/6,original,cover_vs_stego,cover,data/baseline/6/results_raw/original/cover,0,False,0,844.3847761154175,15,0.045000000000000005,1.6,0.05,0.5088888888888888,,data/baseline/6/aletheia_outputs/logs/original_cover_vs_stego_cover_stdout.txt,data/baseline/6/aletheia_outputs/logs/original_cover_vs_stego_cover_stderr.txt
data/baseline/6,original,cover_vs_stego,stego,data/baseline/6/results_raw/original/stego,0,False,0,841.5151355266571,15,0.3416666666666666,1.1,0.4,0.5133333333333333,,data/baseline/6/aletheia_outputs/logs/original_cover_vs_stego_stego_stdout.txt,data/baseline/6/aletheia_outputs/logs/original_cover_vs_stego_stego_stderr.txt
data/baseline/6,original,pre_secret_vs_secret,pre_secret,data/baseline/6/results_raw/original/pre_secret,0,False,0,848.8670830726624,15,0.03833333333333334,0.5,0.11666666666666667,0.5,,data/baseline/6/aletheia_outputs/logs/original_pre_secret_vs_secret_pre_secret_stdout.txt,data/baseline/6/aletheia_outputs/logs/original_pre_secret_vs_secret_pre_secret_stderr.txt
data/baseline/6,original,pre_secret_vs_secret,secret,data/baseline/6/results_raw/original/secret,0,False,0,853.5796949863434,15,0.03833333333333334,0.5,0.11666666666666667,0.5044444444444445,,data/baseline/6/aletheia_outputs/logs/original_pre_secret_vs_secret_secret_stdout.txt,data/baseline/6/aletheia_outputs/logs/original_pre_secret_vs_secret_secret_stderr.txt
data/baseline/6,spread_spectrum,cover_vs_stego,cover,data/baseline/6/results_raw/spread_spectrum/cover,0,False,0,831.100991487503,15,0.045000000000000005,1.6,0.05,0.5066666666666666,,data/baseline/6/aletheia_outputs/logs/spread_spectrum_cover_vs_stego_cover_stdout.txt,data/baseline/6/aletheia_outputs/logs/spread_spectrum_cover_vs_stego_cover_stderr.txt
data/baseline/6,spread_spectrum,cover_vs_stego,stego,data/baseline/6/results_raw/spread_spectrum/stego,0,False,0,847.1833763122559,15,0.13333333333333333,0.9,0.15,0.5088888888888888,,data/baseline/6/aletheia_outputs/logs/spread_spectrum_cover_vs_stego_stego_stdout.txt,data/baseline/6/aletheia_outputs/logs/spread_spectrum_cover_vs_stego_stego_stderr.txt
data/baseline/6,spread_spectrum,pre_secret_vs_secret,pre_secret,data/baseline/6/results_raw/spread_spectrum/pre_secret,0,False,0,843.7020308971405,15,0.03833333333333334,0.5,0.11666666666666667,0.5044444444444445,,data/baseline/6/aletheia_outputs/logs/spread_spectrum_pre_secret_vs_secret_pre_secret_stdout.txt,data/baseline/6/aletheia_outputs/logs/spread_spectrum_pre_secret_vs_secret_pre_secret_stderr.txt
data/baseline/6,spread_spectrum,pre_secret_vs_secret,secret,data/baseline/6/results_raw/spread_spectrum/secret,0,False,0,851.1011216640472,15,5.955000000000001,31.2,0.25,0.5,,data/baseline/6/aletheia_outputs/logs/spread_spectrum_pre_secret_vs_secret_secret_stdout.txt,data/baseline/6/aletheia_outputs/logs/spread_spectrum_pre_secret_vs_secret_secret_stderr.txt
data/baseline/6,statistical,cover_vs_stego,cover,data/baseline/6/results_raw/statistical/cover,0,False,0,841.9612357616425,15,0.045000000000000005,1.6,0.05,0.5044444444444445,,data/baseline/6/aletheia_outputs/logs/statistical_cover_vs_stego_cover_stdout.txt,data/baseline/6/aletheia_outputs/logs/statistical_cover_vs_stego_cover_stderr.txt
data/baseline/6,statistical,cover_vs_stego,stego,data/baseline/6/results_raw/statistical/stego,0,False,0,847.8496570587158,15,0.2983333333333333,1.0,0.35,0.5066666666666666,,data/baseline/6/aletheia_outputs/logs/statistical_cover_vs_stego_stego_stdout.txt,data/baseline/6/aletheia_outputs/logs/statistical_cover_vs_stego_stego_stderr.txt
data/baseline/6,statistical,pre_secret_vs_secret,pre_secret,data/baseline/6/results_raw/statistical/pre_secret,0,False,0,838.8877816200256,15,0.03833333333333334,0.5,0.11666666666666667,0.5022222222222222,,data/baseline/6/aletheia_outputs/logs/statistical_pre_secret_vs_secret_pre_secret_stdout.txt,data/baseline/6/aletheia_outputs/logs/statistical_pre_secret_vs_secret_pre_secret_stderr.txt
data/baseline/6,statistical,pre_secret_vs_secret,secret,data/baseline/6/results_raw/statistical/secret,0,False,0,843.5271463394165,15,0.12000000000000002,1.8,0.2,0.5,,data/baseline/6/aletheia_outputs/logs/statistical_pre_secret_vs_secret_secret_stdout.txt,data/baseline/6/aletheia_outputs/logs/statistical_pre_secret_vs_secret_secret_stderr.txt
